client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id,price,is_post_only,display_qty
O-20250102-110000-001-V2-1,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1320,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03168,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-110000-001-V2-1,"['O-20250102-110000-001-V2-2', 'O-20250102-110000-001-V2-3']",,,,,['V2_POS1'],ebcf15d6-9fb2-4651-b78f-475fcc8f8949,1735815600000000000,1735815600000000000,,,,,,,
O-20250102-110000-001-V2-2,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-3'],O-20250102-110000-001-V2-1,,,,['V2_POS1_SL'],c988416d-b38e-4f7f-9be7-c0fe3509fb80,1735815600000000000,1735816200000000000,1.03092,DEFAULT,,,,,
O-20250102-110000-001-V2-3,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1341,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03285,-2.999999999997449e-05,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-2'],O-20250102-110000-001-V2-1,,,,['V2_POS1_TP'],38cc8f0c-c293-41b4-bc7f-e1b040cc0f39,1735815600000000000,1735816200000000000,,,,,1.03282,False,
O-20250102-111500-001-V2-4,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1352,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03311,0.0,['2.07 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-111500-001-V2-2,"['O-20250102-111500-001-V2-5', 'O-20250102-111500-001-V2-6']",,,,,['V2_POS1'],a53ebd0d-3e8b-4331-8581-d850ef15eca5,1735816500000000000,1735816500000000000,,,,,,,
O-20250102-111500-001-V2-5,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1385,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.0321,9.999999999998899e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-111500-001-V2-2,['O-20250102-111500-001-V2-6'],O-20250102-111500-001-V2-4,,,,['V2_POS1_SL'],9a9cc610-5059-447f-8739-d9a2c5fff7c0,1735816500000000000,1735817460000000000,1.03220,DEFAULT,,,,,
O-20250102-111500-001-V2-6,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-111500-001-V2-2,['O-20250102-111500-001-V2-5'],O-20250102-111500-001-V2-4,,,,['V2_POS1_TP'],2c69ca41-e7a4-42a7-92ca-0f6d973ea7ae,1735816500000000000,1735817460000000000,,,,,1.03445,False,
O-20250102-114500-001-V2-7,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1414,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03241,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-114500-001-V2-3,"['O-20250102-114500-001-V2-8', 'O-20250102-114500-001-V2-9']",,,,,['V2_POS1'],6c7de955-b87a-479f-8637-1d2d3d3591c4,1735818300000000000,1735818300000000000,,,,,,,
O-20250102-114500-001-V2-8,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1561,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.03148,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-114500-001-V2-3,['O-20250102-114500-001-V2-9'],O-20250102-114500-001-V2-7,,,,['V2_POS1_SL'],9821f463-9c77-4ad4-b5ef-1f24805b8dd0,1735818300000000000,1735822680000000000,1.03148,DEFAULT,,,,,
O-20250102-114500-001-V2-9,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-114500-001-V2-3,['O-20250102-114500-001-V2-8'],O-20250102-114500-001-V2-7,,,,['V2_POS1_TP'],a49d6a5d-7546-4e46-b5a3-58fa00c6bc3f,1735818300000000000,1735822680000000000,,,,,1.03380,False,
O-20250102-130000-001-V2-10,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1566,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03183,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-130000-001-V2-4,"['O-20250102-130000-001-V2-11', 'O-20250102-130000-001-V2-12']",,,,,['V2_POS1'],44a41606-317c-4adc-9815-91b669f9cd8b,1735822800000000000,1735822800000000000,,,,,,,
O-20250102-130000-001-V2-11,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-011,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1695,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.03101,1.0000000000065512e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-130000-001-V2-4,['O-20250102-130000-001-V2-12'],O-20250102-130000-001-V2-10,,,,['V2_POS1_SL'],761f9be6-0862-4da8-b2fa-53c8ee0f8a10,1735822800000000000,1735826640000000000,1.03102,DEFAULT,,,,,
O-20250102-130000-001-V2-12,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-012,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-130000-001-V2-4,['O-20250102-130000-001-V2-11'],O-20250102-130000-001-V2-10,,,,['V2_POS1_TP'],7cc82635-1dbf-4ab5-96ec-6a89722fd46e,1735822800000000000,1735826640000000000,,,,,1.03305,False,
O-20250102-141500-001-V2-13,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-013,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1718,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03109,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-141500-001-V2-5,"['O-20250102-141500-001-V2-14', 'O-20250102-141500-001-V2-15']",,,,,['V2_POS1'],823338d1-15dd-423c-96bd-8df8aea52a3d,1735827300000000000,1735827300000000000,,,,,,,
O-20250102-141500-001-V2-14,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-014,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1817,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.0301,8.999999999992347e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-141500-001-V2-5,['O-20250102-141500-001-V2-15'],O-20250102-141500-001-V2-13,,,,['V2_POS1_SL'],58740e3e-605f-4e9c-8a75-e15388957d5a,1735827300000000000,1735830240000000000,1.03019,DEFAULT,,,,,
