client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id,price,is_post_only,display_qty
O-20250102-110000-001-V2-1,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1320,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03168,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-110000-001-V2-1,"['O-20250102-110000-001-V2-2', 'O-20250102-110000-001-V2-3']",,,,,['V2_POS1'],7394c762-64da-442f-a1c8-cab0a035a948,1735815600000000000,1735815600000000000,,,,,,,
O-20250102-110000-001-V2-2,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-3'],O-20250102-110000-001-V2-1,,,,['V2_POS1_SL'],cecfea1e-9414-4a17-a5ae-b395d3fbe727,1735815600000000000,1735815900000000000,1.03054,DEFAULT,,,,,
O-20250102-110000-001-V2-3,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1331,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03244,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-2'],O-20250102-110000-001-V2-1,,,,['V2_POS1_TP'],9a025977-df77-4d08-bdea-b9734e0085da,1735815600000000000,1735815900000000000,,,,,1.03244,False,
O-20250102-111500-001-V2-4,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1352,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03311,0.0,['2.07 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-111500-001-V2-2,"['O-20250102-111500-001-V2-5', 'O-20250102-111500-001-V2-6']",,,,,['V2_POS1'],8241cc52-bed1-4e33-aa70-2d34fc3b9a8f,1735816500000000000,1735816500000000000,,,,,,,
O-20250102-111500-001-V2-5,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1395,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.03169,5.999999999994898e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-111500-001-V2-2,['O-20250102-111500-001-V2-6'],O-20250102-111500-001-V2-4,,,,['V2_POS1_SL'],a49c1b8e-ab98-4307-a9fa-24ed5611b9d9,1735816500000000000,1735817760000000000,1.03175,DEFAULT,,,,,
O-20250102-111500-001-V2-6,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-111500-001-V2-2,['O-20250102-111500-001-V2-5'],O-20250102-111500-001-V2-4,,,,['V2_POS1_TP'],986f293b-6dde-4b20-8503-d512dc7d56bf,1735816500000000000,1735817760000000000,,,,,1.03400,False,
O-20250102-114500-001-V2-7,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1414,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03241,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-114500-001-V2-3,"['O-20250102-114500-001-V2-8', 'O-20250102-114500-001-V2-9']",,,,,['V2_POS1'],e808b5e3-d5c2-44db-ba8c-650811ce738b,1735818300000000000,1735818300000000000,,,,,,,
O-20250102-114500-001-V2-8,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-114500-001-V2-3,['O-20250102-114500-001-V2-9'],O-20250102-114500-001-V2-7,,,,['V2_POS1_SL'],764f13a1-3079-448e-bd8b-3b1e5930bf10,1735818300000000000,1735819260000000000,1.03102,DEFAULT,,,,,
O-20250102-114500-001-V2-9,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1447,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03343,-9.000000000014552e-05,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-114500-001-V2-3,['O-20250102-114500-001-V2-8'],O-20250102-114500-001-V2-7,,,,['V2_POS1_TP'],b6b20d92-8c6b-4d1e-9f63-cc242a8605f6,1735818300000000000,1735819260000000000,,,,,1.03334,False,
O-20250102-130000-001-V2-10,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1566,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03183,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-130000-001-V2-4,"['O-20250102-130000-001-V2-11', 'O-20250102-130000-001-V2-12']",,,,,['V2_POS1'],d461e64c-4699-464e-b608-24c042fca9c0,1735822800000000000,1735822800000000000,,,,,,,
