entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:05:00+00:00,LONG,1.03168,1.03244,71.88,TP,False,6,3,0,2025-01
2025-01-02 11:15:00+00:00,2025-01-02 11:36:00+00:00,LONG,1.03311,1.03169,-146.13,SL,False,6,3,0,2025-01
2025-01-02 11:45:00+00:00,2025-01-02 12:01:00+00:00,LONG,1.03241,1.03343,97.87,TP,False,6,3,0,2025-01
2025-01-02 13:00:00+00:00,2025-01-02 13:36:00+00:00,LONG,1.03183,1.03296,108.87,TP,False,8,3,0,2025-01
2025-01-02 14:00:00+00:00,2025-01-02 14:33:00+00:00,LONG,1.03134,1.03239,100.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 15:43:00+00:00,LONG,1.02858,1.02972,109.88,TP,False,10,3,0,2025-01
2025-01-02 16:00:00+00:00,2025-01-02 16:04:00+00:00,LONG,1.02744,1.02291,-457.1,SL,False,11,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 00:50:00+00:00,LONG,1.02575,1.02717,137.9,TP,False,11,3,0,2025-01
2025-01-03 02:00:00+00:00,2025-01-03 02:04:00+00:00,LONG,1.02677,1.02705,23.9,TP,False,21,3,0,2025-01
2025-01-03 02:45:00+00:00,2025-01-03 02:51:00+00:00,LONG,1.02719,1.02747,23.9,TP,False,21,3,0,2025-01
2025-01-03 04:30:00+00:00,2025-01-03 05:19:00+00:00,LONG,1.02689,1.0265,-43.1,SL,False,23,3,0,2025-01
2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,LONG,1.0281,1.0287,55.88,TP,False,3,4,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:32:00+00:00,LONG,1.02846,1.0278,-70.12,SL,False,3,4,0,2025-01
2025-01-03 14:00:00+00:00,2025-01-03 14:42:00+00:00,LONG,1.02934,1.02984,45.88,TP,False,9,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:06:00+00:00,LONG,1.02898,1.02976,73.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-06 01:16:00+00:00,LONG,1.03025,1.03101,71.88,TP,False,12,4,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:51:00+00:00,SHORT,1.0316,1.03121,34.88,TP,False,22,6,0,2025-01
2025-01-06 07:45:00+00:00,2025-01-06 08:02:00+00:00,SHORT,1.03228,1.03296,-72.13,SL,False,2,0,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:56:00+00:00,SHORT,1.03372,1.03449,-81.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:02:00+00:00,SHORT,1.03502,1.03429,68.86,TP,False,4,0,0,2025-01
2025-01-06 09:15:00+00:00,2025-01-06 10:08:00+00:00,SHORT,1.0357,1.03477,88.86,TP,False,4,0,0,2025-01
2025-01-06 13:45:00+00:00,2025-01-06 14:16:00+00:00,SHORT,1.04102,1.0377,327.84,TP,False,8,0,0,2025-01
2025-01-06 14:45:00+00:00,2025-01-06 14:49:00+00:00,LONG,1.0369,1.03886,191.85,TP,False,9,0,0,2025-01
2025-01-06 15:15:00+00:00,2025-01-07 07:10:00+00:00,LONG,1.03857,1.04058,196.84,TP,False,10,0,0,2025-01
2025-01-07 09:15:00+00:00,2025-01-07 10:04:00+00:00,SHORT,1.04263,1.04179,79.83,TP,False,4,1,0,2025-01
2025-01-07 12:15:00+00:00,2025-01-07 12:32:00+00:00,SHORT,1.04099,1.04028,66.84,TP,False,7,1,0,2025-01
2025-01-07 13:15:00+00:00,2025-01-07 13:37:00+00:00,LONG,1.03967,1.04051,79.84,TP,False,8,1,0,2025-01
2025-01-07 15:15:00+00:00,2025-01-07 15:21:00+00:00,LONG,1.03682,1.03792,105.85,TP,False,10,1,0,2025-01
2025-01-07 15:45:00+00:00,2025-01-07 16:02:00+00:00,LONG,1.0364,1.03748,103.86,TP,False,10,1,0,2025-01
2025-01-07 17:00:00+00:00,2025-01-07 18:49:00+00:00,LONG,1.03683,1.03512,-175.14,SL,False,12,1,0,2025-01
2025-01-07 21:15:00+00:00,2025-01-08 00:25:00+00:00,LONG,1.03428,1.03483,50.86,TP,False,16,1,0,2025-01
2025-01-08 00:30:00+00:00,2025-01-08 00:32:00+00:00,SHORT,1.03492,1.0346,27.86,TP,False,19,1,0,2025-01
2025-01-08 03:15:00+00:00,2025-01-08 03:33:00+00:00,LONG,1.03524,1.03471,-57.14,SL,False,22,1,0,2025-01
2025-01-08 03:45:00+00:00,2025-01-08 03:53:00+00:00,LONG,1.0347,1.03495,20.86,TP,False,22,1,0,2025-01
2025-01-08 05:15:00+00:00,2025-01-08 05:21:00+00:00,LONG,1.03503,1.03529,21.86,TP,False,0,2,0,2025-01
2025-01-08 08:00:00+00:00,2025-01-08 08:02:00+00:00,LONG,1.03323,1.0338,52.86,TP,False,3,2,0,2025-01
2025-01-08 08:15:00+00:00,2025-01-08 08:19:00+00:00,LONG,1.03308,1.03383,70.86,TP,False,3,2,0,2025-01
2025-01-08 08:30:00+00:00,2025-01-08 08:43:00+00:00,LONG,1.03255,1.03325,65.86,TP,False,3,2,0,2025-01
2025-01-08 09:00:00+00:00,2025-01-08 09:08:00+00:00,LONG,1.03188,1.03262,69.87,TP,False,4,2,0,2025-01
2025-01-08 09:30:00+00:00,2025-01-08 11:16:00+00:00,LONG,1.03207,1.03099,-112.12,SL,False,4,2,0,2025-01
2025-01-08 11:30:00+00:00,2025-01-08 11:32:00+00:00,LONG,1.03006,1.02888,-122.12,SL,False,6,2,0,2025-01
2025-01-08 11:45:00+00:00,2025-01-08 11:49:00+00:00,LONG,1.02849,1.02947,93.88,TP,False,6,2,0,2025-01
2025-01-08 12:00:00+00:00,2025-01-08 12:33:00+00:00,LONG,1.02979,1.02837,-146.12,SL,False,7,2,0,2025-01
2025-01-08 12:45:00+00:00,2025-01-08 13:26:00+00:00,LONG,1.02925,1.03025,95.88,TP,False,7,2,0,2025-01
2025-01-08 22:00:00+00:00,2025-01-09 00:09:00+00:00,LONG,1.03187,1.03127,-64.12,SL,False,17,2,0,2025-01
2025-01-09 00:45:00+00:00,2025-01-09 00:58:00+00:00,LONG,1.03086,1.03122,31.88,TP,False,19,2,0,2025-01
2025-01-09 01:00:00+00:00,2025-01-09 01:17:00+00:00,LONG,1.03131,1.03169,33.88,TP,False,20,2,0,2025-01
2025-01-09 01:45:00+00:00,2025-01-09 02:21:00+00:00,SHORT,1.03142,1.03193,-55.12,SL,False,20,2,0,2025-01
