run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
2,42,270,0.35,35,50,22,12,True,10,True,10,3,20,70,8438.75,0.3495973030625022,0.5737704918032787,0.0,61,494.89,-356.69,0.0,138.34016393442613,217,completed,,13.890605211257935,logs\backtest_results\EUR-USD_20251023_085209_778038,4
4,42,270,0.35,35,50,22,12,True,10,True,10,3,20,80,9289.76,0.38811179470909835,0.5901639344262295,0.0,61,494.89,-356.69,0.0,152.29114754098362,177,completed,,13.920997381210327,logs\backtest_results\EUR-USD_20251023_085209_815650,4
5,42,270,0.35,35,50,22,12,True,10,True,10,3,25,65,9073.29,0.3857935819105952,0.5833333333333334,0.0,60,494.89,-356.69,0.0,151.22149999999996,240,completed,,13.951553583145142,logs\backtest_results\EUR-USD_20251023_085209_867487,3
6,42,270,0.35,35,50,22,12,True,10,True,10,3,25,70,9073.29,0.3857935819105952,0.5833333333333334,0.0,60,494.89,-356.69,0.0,151.22149999999996,238,completed,,14.104081630706787,logs\backtest_results\EUR-USD_20251023_085209_981487,3
1,42,270,0.35,35,50,22,12,True,10,True,10,3,20,65,8438.75,0.3495973030625022,0.5737704918032787,0.0,61,494.89,-356.69,0.0,138.34016393442613,219,completed,,14.395558595657349,logs\backtest_results\EUR-USD_20251023_085210_251547,4
8,42,270,0.35,35,50,22,12,True,10,True,10,3,25,80,9924.3,0.42630881913791174,0.6,0.0,60,494.89,-356.69,0.0,165.405,198,completed,,14.357605218887329,logs\backtest_results\EUR-USD_20251023_085210_256588,3
3,42,270,0.35,35,50,22,12,True,10,True,10,3,20,75,9289.76,0.38811179470909835,0.5901639344262295,0.0,61,494.89,-356.69,0.0,152.29114754098362,187,completed,,14.420019149780273,logs\backtest_results\EUR-USD_20251023_085210_234549,4
7,42,270,0.35,35,50,22,12,True,10,True,10,3,25,75,9924.3,0.42630881913791174,0.6,0.0,60,494.89,-356.69,0.0,165.405,208,completed,,14.389244318008423,logs\backtest_results\EUR-USD_20251023_085210_258257,3
12,42,270,0.35,35,50,22,12,True,10,True,10,3,30,80,10599.32,0.45642262617186075,0.6166666666666667,0.0,60,494.89,-356.69,0.0,176.65533333333337,208,completed,,14.968425989151001,logs\backtest_results\EUR-USD_20251023_085224_982575,3
9,42,270,0.35,35,50,22,12,True,10,True,10,3,30,65,9748.31,0.41518823802761096,0.6,0.0,60,494.89,-356.69,0.0,162.47183333333328,250,completed,,15.701700448989868,logs\backtest_results\EUR-USD_20251023_085225_403176,3
