client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id,price,is_post_only,display_qty
O-20250102-110000-001-V2-1,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1320,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03168,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-110000-001-V2-1,"['O-20250102-110000-001-V2-2', 'O-20250102-110000-001-V2-3']",,,,,['V2_POS1'],d2e3fb5b-fe55-4046-bb81-cce9b13d393c,1735815600000000000,1735815600000000000,,,,,,,
O-20250102-110000-001-V2-2,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-3'],O-20250102-110000-001-V2-1,,,,['V2_POS1_SL'],901ee4fa-b268-4557-9b2a-e81e38c62bf0,1735815600000000000,1735815960000000000,1.03054,DEFAULT,,,,,
O-20250102-110000-001-V2-3,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1333,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03271,-8.000000000008001e-05,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-110000-001-V2-1,['O-20250102-110000-001-V2-2'],O-20250102-110000-001-V2-1,,,,['V2_POS1_TP'],df0b42fa-2995-4dce-887d-07b2d325b713,1735815600000000000,1735815960000000000,,,,,1.03263,False,
O-20250102-113000-001-V2-4,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1382,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03222,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-113000-001-V2-2,"['O-20250102-113000-001-V2-5', 'O-20250102-113000-001-V2-6']",,,,,['V2_POS1'],1aa2a885-f9e2-4cae-8f26-5aacf9d568e6,1735817400000000000,1735817400000000000,,,,,,,
O-20250102-113000-001-V2-5,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-113000-001-V2-2,['O-20250102-113000-001-V2-6'],O-20250102-113000-001-V2-4,,,,['V2_POS1_SL'],ba23395a-edcd-4a94-96db-6add307a915b,1735817400000000000,1735819260000000000,1.03081,DEFAULT,,,,,
O-20250102-113000-001-V2-6,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1445,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03342,-4.0000000000040004e-05,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-113000-001-V2-2,['O-20250102-113000-001-V2-5'],O-20250102-113000-001-V2-4,,,,['V2_POS1_TP'],978f63e8-0869-48bb-a00a-585d6b56a12a,1735817400000000000,1735819260000000000,,,,,1.03338,False,
O-20250102-130000-001-V2-7,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1564,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03183,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-130000-001-V2-3,"['O-20250102-130000-001-V2-8', 'O-20250102-130000-001-V2-9']",,,,,['V2_POS1'],001a5a2d-9c24-4c84-a285-2c63ec91637c,1735822800000000000,1735822800000000000,,,,,,,
O-20250102-130000-001-V2-8,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-130000-001-V2-3,['O-20250102-130000-001-V2-9'],O-20250102-130000-001-V2-7,,,,['V2_POS1_SL'],56b53e43-9b87-4199-bbde-03dbe2c9035a,1735822800000000000,1735824960000000000,1.03061,DEFAULT,,,,,
O-20250102-130000-001-V2-9,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1637,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03297,-0.00012999999999996348,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-130000-001-V2-3,['O-20250102-130000-001-V2-8'],O-20250102-130000-001-V2-7,,,,['V2_POS1_TP'],bb973c8c-49ee-4246-8ab2-002f244437ca,1735822800000000000,1735824960000000000,,,,,1.03284,False,
O-20250102-141500-001-V2-10,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1716,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03109,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-141500-001-V2-4,"['O-20250102-141500-001-V2-11', 'O-20250102-141500-001-V2-12']",,,,,['V2_POS1'],99892b91-62a1-4087-b231-c3c8a7857554,1735827300000000000,1735827300000000000,,,,,,,
O-20250102-141500-001-V2-11,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-011,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-141500-001-V2-4,['O-20250102-141500-001-V2-12'],O-20250102-141500-001-V2-10,,,,['V2_POS1_SL'],6810015f-d5df-4700-91dd-6d11f5acf71e,1735827300000000000,1735828320000000000,1.02973,DEFAULT,,,,,
O-20250102-141500-001-V2-12,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-012,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1751,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03223,-1.0000000000065512e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-141500-001-V2-4,['O-20250102-141500-001-V2-11'],O-20250102-141500-001-V2-10,,,,['V2_POS1_TP'],2218b2c7-0951-4be0-8e93-6bc59081143d,1735827300000000000,1735828320000000000,,,,,1.03222,False,
O-20250102-153000-001-V2-13,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-013,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1868,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.02857,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-153000-001-V2-5,"['O-20250102-153000-001-V2-14', 'O-20250102-153000-001-V2-15']",,,,,['V2_POS1'],bc6ab817-ea9a-409f-9aa9-4f5b71dcd975,1735831800000000000,1735831800000000000,,,,,,,
O-20250102-153000-001-V2-14,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-014,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1935,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.02607,0.0009900000000000464,['2.05 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-153000-001-V2-5,['O-20250102-153000-001-V2-15'],O-20250102-153000-001-V2-13,,,,['V2_POS1_SL'],81694da4-47ec-471c-8686-f88b5a557ab6,1735831800000000000,1735833780000000000,1.02706,DEFAULT,,,,,
O-20250102-153000-001-V2-15,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-015,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-153000-001-V2-5,['O-20250102-153000-001-V2-14'],O-20250102-153000-001-V2-13,,,,['V2_POS1_TP'],d17e5f42-90ff-4f9e-8b73-48c929562fed,1735831800000000000,1735833780000000000,,,,,1.02983,False,
O-20250102-161500-001-V2-16,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-016,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-1960,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.02576,0.0,['2.05 USD'],NO_TRIGGER,FILLED,OTO,OL-20250102-161500-001-V2-6,"['O-20250102-161500-001-V2-17', 'O-20250102-161500-001-V2-18']",,,,,['V2_POS1'],7300794d-d618-42ed-980d-7bfe9439f2d9,1735834500000000000,1735834500000000000,,,,,,,
O-20250102-161500-001-V2-17,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-017,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250102-161500-001-V2-6,['O-20250102-161500-001-V2-18'],O-20250102-161500-001-V2-16,,,,['V2_POS1_SL'],e048df38-4eca-4e46-8816-dd3df0523967,1735834500000000000,1735887000000000000,1.02366,DEFAULT,,,,,
O-20250102-161500-001-V2-18,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-018,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-3681,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.02751,-1.999999999990898e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250102-161500-001-V2-6,['O-20250102-161500-001-V2-17'],O-20250102-161500-001-V2-16,,,,['V2_POS1_TP'],fbee463c-7734-40e7-8914-ebc123d0dc79,1735834500000000000,1735887000000000000,,,,,1.02749,False,
O-20250103-081500-001-V2-19,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-019,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-3852,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.02846,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250103-081500-001-V2-7,"['O-20250103-081500-001-V2-20', 'O-20250103-081500-001-V2-21']",,,,,['V2_POS1'],9b8aa4d1-87ac-4052-9657-6498931d9048,1735892100000000000,1735892100000000000,,,,,,,
O-20250103-081500-001-V2-20,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-020,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-3887,STOP_MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.0278,9.999999999843467e-06,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250103-081500-001-V2-7,['O-20250103-081500-001-V2-21'],O-20250103-081500-001-V2-19,,,,['V2_POS1_SL'],a2eccc50-c167-4c8b-94fa-47d7b24abf50,1735892100000000000,1735893120000000000,1.02781,DEFAULT,,,,,
O-20250103-081500-001-V2-21,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-021,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250103-081500-001-V2-7,['O-20250103-081500-001-V2-20'],O-20250103-081500-001-V2-19,,,,['V2_POS1_TP'],bcbcad82-bcd6-480e-84ef-36161ff2be5a,1735892100000000000,1735893120000000000,,,,,1.02898,False,
O-20250103-164500-001-V2-22,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-022,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-4875,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.02898,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250103-164500-001-V2-8,"['O-20250103-164500-001-V2-23', 'O-20250103-164500-001-V2-24']",,,,,['V2_POS1'],9875bbb7-9b71-4222-a8b6-6d47fbedff0e,1735922700000000000,1735922700000000000,,,,,,,
O-20250103-164500-001-V2-23,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-023,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250103-164500-001-V2-8,['O-20250103-164500-001-V2-24'],O-20250103-164500-001-V2-22,,,,['V2_POS1_SL'],3f6df51b-8924-4494-a518-7dbda4e406ff,1735922700000000000,1735924020000000000,1.02783,DEFAULT,,,,,
O-20250103-164500-001-V2-24,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-024,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-4919,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.02998,-3.999999999981796e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250103-164500-001-V2-8,['O-20250103-164500-001-V2-23'],O-20250103-164500-001-V2-22,,,,['V2_POS1_TP'],550b88f9-fe4c-42c0-b60b-b6f9761a0673,1735922700000000000,1735924020000000000,,,,,1.02994,False,
O-20250103-171500-001-V2-25,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-025,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-4936,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.03026,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250103-171500-001-V2-9,"['O-20250103-171500-001-V2-26', 'O-20250103-171500-001-V2-27']",,,,,['V2_POS1'],909a290c-bdad-402c-b434-c316ce90a194,1735924500000000000,1735924500000000000,,,,,,,
O-20250103-171500-001-V2-26,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-026,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,SELL,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250103-171500-001-V2-9,['O-20250103-171500-001-V2-27'],O-20250103-171500-001-V2-25,,,,['V2_POS1_SL'],ef87548f-a8de-429d-812b-be245d45b79f,1735924500000000000,1736128560000000000,1.02911,DEFAULT,,,,,
O-20250103-171500-001-V2-27,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-027,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-5949,LIMIT,SELL,100000.00,GTC,True,False,100000.00,MAKER,1.03135,-0.0001500000000000945,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250103-171500-001-V2-9,['O-20250103-171500-001-V2-26'],O-20250103-171500-001-V2-25,,,,['V2_POS1_TP'],b85e469a-3f45-47db-80ea-fbb721107f21,1735924500000000000,1736128560000000000,,,,,1.03120,False,
O-20250106-030000-001-V2-28,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-028,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-6078,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.03161,0.0,['2.06 USD'],NO_TRIGGER,FILLED,OTO,OL-20250106-030000-001-V2-10,"['O-20250106-030000-001-V2-29', 'O-20250106-030000-001-V2-30']",,,,,['V2_POS1'],9a002ab7-abf8-4b6a-b576-ed85397857cf,1736132400000000000,1736132400000000000,,,,,,,
O-20250106-030000-001-V2-29,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-029,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,BUY,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250106-030000-001-V2-10,['O-20250106-030000-001-V2-30'],O-20250106-030000-001-V2-28,,,,['V2_POS1_SL'],e58ce4fb-253c-4e9d-8f2e-e67fdcc9d1c9,1736132400000000000,1736142960000000000,1.03221,DEFAULT,,,,,
O-20250106-030000-001-V2-30,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-030,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-6431,LIMIT,BUY,100000.00,GTC,True,False,100000.00,MAKER,1.03107,-4.0000000000040004e-05,['2.06 USD'],NO_TRIGGER,FILLED,OUO,OL-20250106-030000-001-V2-10,['O-20250106-030000-001-V2-29'],O-20250106-030000-001-V2-28,,,,['V2_POS1_TP'],c86d95b1-9b86-47d7-816e-4629ec7baf69,1736132400000000000,1736142960000000000,,,,,1.03111,False,
O-20250106-081500-001-V2-31,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-031,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-6710,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.03372,0.0,['2.07 USD'],NO_TRIGGER,FILLED,OTO,OL-20250106-081500-001-V2-11,"['O-20250106-081500-001-V2-32', 'O-20250106-081500-001-V2-33']",,,,,['V2_POS1'],c814f14e-ebd5-4f5e-9e48-a5e3babbcf87,1736151300000000000,1736151300000000000,,,,,,,
O-20250106-081500-001-V2-32,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-032,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-6793,STOP_MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.03449,2.999999999997449e-05,['2.07 USD'],NO_TRIGGER,FILLED,OUO,OL-20250106-081500-001-V2-11,['O-20250106-081500-001-V2-33'],O-20250106-081500-001-V2-31,,,,['V2_POS1_SL'],6a247123-4099-4aac-aa97-3a28744017e8,1736151300000000000,1736153760000000000,1.03446,DEFAULT,,,,,
O-20250106-081500-001-V2-33,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-033,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,LIMIT,BUY,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250106-081500-001-V2-11,['O-20250106-081500-001-V2-32'],O-20250106-081500-001-V2-31,,,,['V2_POS1_TP'],2be7155d-7dec-4bb9-8e4b-6da8ab3d3035,1736151300000000000,1736153760000000000,,,,,1.03310,False,
O-20250106-090000-001-V2-34,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-034,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,IDEALPRO-1-6802,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.03502,0.0,['2.07 USD'],NO_TRIGGER,FILLED,OTO,OL-20250106-090000-001-V2-12,"['O-20250106-090000-001-V2-35', 'O-20250106-090000-001-V2-36']",,,,,['V2_POS1'],0fac9055-34d9-4be7-a065-c8dd0136fa56,1736154000000000000,1736154000000000000,,,,,,,
O-20250106-090000-001-V2-35,BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-1-035,EUR/USD.IDEALPRO-MLSignalStrategyV2-V2,IDEALPRO-001,,STOP_MARKET,BUY,100000.00,GTC,True,False,0.00,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250106-090000-001-V2-12,['O-20250106-090000-001-V2-36'],O-20250106-090000-001-V2-34,,,,['V2_POS1_SL'],3fc55c9b-0a45-4fb9-bcaa-5f9fb4b5dfb8,1736154000000000000,1736154180000000000,1.03599,DEFAULT,,,,,
