entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:05:00+00:00,LONG,1.03168,1.03244,71.88,TP,False,6,3,0,2025-01
2025-01-02 11:30:00+00:00,2025-01-02 12:00:00+00:00,LONG,1.03222,1.03322,95.87,TP,False,6,3,0,2025-01
2025-01-02 13:00:00+00:00,2025-01-02 13:36:00+00:00,LONG,1.03183,1.03297,109.87,TP,False,8,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 14:26:00+00:00,LONG,1.03109,1.03201,87.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 15:43:00+00:00,LONG,1.02857,1.02971,109.88,TP,False,10,3,0,2025-01
2025-01-02 16:00:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02744,1.02608,-140.1,SL,False,11,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-02 16:43:00+00:00,LONG,1.02576,1.0241,-170.1,SL,False,11,3,0,2025-01
2025-01-02 16:45:00+00:00,2025-01-02 16:57:00+00:00,LONG,1.02456,1.02611,150.9,TP,False,11,3,0,2025-01
2025-01-02 19:00:00+00:00,2025-01-02 21:10:00+00:00,LONG,1.02565,1.02656,86.9,TP,False,14,3,0,2025-01
2025-01-02 22:00:00+00:00,2025-01-03 00:50:00+00:00,LONG,1.02667,1.02716,44.9,TP,False,17,3,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:31:00+00:00,LONG,1.02845,1.02794,-55.12,SL,False,3,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:06:00+00:00,LONG,1.02899,1.02975,71.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-03 18:03:00+00:00,LONG,1.03025,1.02943,-86.12,SL,False,12,4,0,2025-01
2025-01-03 21:00:00+00:00,2025-01-05 22:53:00+00:00,LONG,1.0306,1.03011,-53.12,SL,False,16,4,0,2025-01
2025-01-05 23:00:00+00:00,2025-01-05 23:01:00+00:00,LONG,1.03019,1.03067,43.88,TP,False,18,6,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:51:00+00:00,SHORT,1.03161,1.03121,35.88,TP,False,22,6,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:18:00+00:00,SHORT,1.03372,1.03425,-57.14,SL,False,3,0,0,2025-01
2025-01-06 08:30:00+00:00,2025-01-06 08:46:00+00:00,SHORT,1.03404,1.03329,70.86,TP,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:02:00+00:00,SHORT,1.03503,1.03428,70.86,TP,False,4,0,0,2025-01
