run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses,objective_value,rank,pnl_rank
71,30,250,0.0,25,50,20,15,True,14,True,14,3,30,70,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,failed,"Traceback (most recent call last):
  File ""C:\nautilus0\backtest\run_backtest.py"", line 733, in <module>
    sys.exit(asyncio.run(main()))
             ~~~~~~~~~~~^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\runners.py"", line 194, in run
    return runner.run(main)
           ~~~~~~~~~~^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py"", line 720, in run_until_complete
    return future.result()
           ~~~~~~~~~~~~~^^
  File ""C:\nautilus0\backtest\run_backtest.py"", line 695, in main
    node.run()
    ~~~~~~~~^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 473, in run
    raise e
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 462, in run
    result = self._run(
        run_config_id=config.id,
    ...<4 lines>...
        end=config.end,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 501, in _run
    self._run_oneshot(
    ~~~~~~~~~~~~~~~~~^
        run_config_id=run_config_id,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        end=end,
        ^^^^^^^^
    )
    ^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 601, in _run_oneshot
    result: CatalogDataResult = self.load_data_config(config, start, end)
                                ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 635, in load_data_config
    catalog.instruments(instrument_ids=used_instrument_ids)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\base.py"", line 74, in instruments
    return self._query_subclasses(
           ~~~~~~~~~~~~~~~~~~~~~~^
        base_cls=base_cls,
        ^^^^^^^^^^^^^^^^^^
        identifiers=instrument_ids,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1451, in _query_subclasses
    raise e
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1431, in _query_subclasses
    data_list = self.query(
        data_cls=cls,
    ...<3 lines>...
        **kwargs,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1531, in query
    data = self._query_pyarrow(
        data_cls=data_cls,
    ...<5 lines>...
        **kwargs,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1809, in _query_pyarrow
    dataset = pds.dataset(file_list, filesystem=self.fs)
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyarrow\dataset.py"", line 793, in dataset
    return _filesystem_dataset(source, **kwargs)
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyarrow\dataset.py"", line 482, in _filesystem_dataset
    return factory.finish(schema)
           ~~~~~~~~~~~~~~^^^^^^^^
  File ""pyarrow\\_dataset.pyx"", line 3196, in pyarrow._dataset.DatasetFactory.finish
  File ""pyarrow\\error.pxi"", line 155, in pyarrow.lib.pyarrow_internal_check_status
  File ""pyarrow\\error.pxi"", line 92, in pyarrow.lib.check_status
pyarrow.lib.ArrowInvalid: Error creating dataset. Could not read schema from 'C:/nautilus0/data/historical/data/currency_pair/EURUSD.IDEALPRO/1970-01-01T00-00-00-000000000Z_1970-01-01T00-00-00-000000000Z.parquet'. Is this a 'parquet' file?: Could not open Parquet input source 'C:/nautilus0/data/historical/data/currency_pair/EURUSD.IDEALPRO/1970-01-01T00-00-00-000000000Z_1970-01-01T00-00-00-000000000Z.parquet': Parquet file size is 0 bytes",3.01880145072937,,0,,,44
36,20,150,0.0,25,50,20,15,True,14,True,14,3,30,70,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,failed,"Traceback (most recent call last):
  File ""C:\nautilus0\backtest\run_backtest.py"", line 733, in <module>
    sys.exit(asyncio.run(main()))
             ~~~~~~~~~~~^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\runners.py"", line 194, in run
    return runner.run(main)
           ~~~~~~~~~~^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py"", line 720, in run_until_complete
    return future.result()
           ~~~~~~~~~~~~~^^
  File ""C:\nautilus0\backtest\run_backtest.py"", line 695, in main
    node.run()
    ~~~~~~~~^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 473, in run
    raise e
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 462, in run
    result = self._run(
        run_config_id=config.id,
    ...<4 lines>...
        end=config.end,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 501, in _run
    self._run_oneshot(
    ~~~~~~~~~~~~~~~~~^
        run_config_id=run_config_id,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
        end=end,
        ^^^^^^^^
    )
    ^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 601, in _run_oneshot
    result: CatalogDataResult = self.load_data_config(config, start, end)
                                ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\backtest\node.py"", line 635, in load_data_config
    catalog.instruments(instrument_ids=used_instrument_ids)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\base.py"", line 74, in instruments
    return self._query_subclasses(
           ~~~~~~~~~~~~~~~~~~~~~~^
        base_cls=base_cls,
        ^^^^^^^^^^^^^^^^^^
        identifiers=instrument_ids,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1451, in _query_subclasses
    raise e
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1431, in _query_subclasses
    data_list = self.query(
        data_cls=cls,
    ...<3 lines>...
        **kwargs,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1531, in query
    data = self._query_pyarrow(
        data_cls=data_cls,
    ...<5 lines>...
        **kwargs,
    )
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\nautilus_trader\persistence\catalog\parquet.py"", line 1809, in _query_pyarrow
    dataset = pds.dataset(file_list, filesystem=self.fs)
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyarrow\dataset.py"", line 793, in dataset
    return _filesystem_dataset(source, **kwargs)
  File ""C:\Users\nsher\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyarrow\dataset.py"", line 482, in _filesystem_dataset
    return factory.finish(schema)
           ~~~~~~~~~~~~~~^^^^^^^^
  File ""pyarrow\\_dataset.pyx"", line 3196, in pyarrow._dataset.DatasetFactory.finish
  File ""pyarrow\\error.pxi"", line 155, in pyarrow.lib.pyarrow_internal_check_status
  File ""pyarrow\\error.pxi"", line 92, in pyarrow.lib.check_status
pyarrow.lib.ArrowInvalid: Error creating dataset. Could not read schema from 'C:/nautilus0/data/historical/data/currency_pair/EURUSD.IDEALPRO/1970-01-01T00-00-00-000000000Z_1970-01-01T00-00-00-000000000Z.parquet'. Is this a 'parquet' file?: Could not open Parquet input source 'C:/nautilus0/data/historical/data/currency_pair/EURUSD.IDEALPRO/1970-01-01T00-00-00-000000000Z_1970-01-01T00-00-00-000000000Z.parquet': Parquet file size is 0 bytes",3.0045621395111084,,0,,,45
93,40,200,1.0,25,50,20,15,True,14,True,14,3,30,70,-3.57,0.0,0.3,0.0,60,666.43,-255.71,0.0,-0.0595000000000141,533,completed,,17.56973695755005,logs\backtest_results\EUR-USD_20251021_205539,8,0.0,90.0,46
94,40,200,1.5,25,50,20,15,True,14,True,14,3,30,70,-3.57,0.0,0.3,0.0,60,666.43,-255.71,0.0,-0.0595000000000141,533,completed,,16.981090784072876,logs\backtest_results\EUR-USD_20251021_205539,8,0.0,89.0,47
67,30,200,0.5,25,50,20,15,True,14,True,14,3,30,70,-90.51,0.0,0.296875,0.0,64,615.4,-255.71,0.0,-1.414218749999975,570,completed,,17.346256732940674,logs\backtest_results\EUR-USD_20251021_205433,11,0.0,64.0,48
25,10,250,2.0,25,50,20,15,True,14,True,14,3,30,70,-227.53,0.0,0.2835820895522388,0.0,67,666.43,-255.71,0.0,-3.395970149253742,543,completed,,16.107235193252563,logs\backtest_results\EUR-USD_20251021_205320,12,0.0,25.0,49
77,40,50,0.5,25,50,20,15,True,14,True,14,3,30,70,-259.54,0.0,0.3243243243243243,0.0,148,670.38,-255.7,0.0,-1.7536486486486351,2212,completed,,17.764569759368896,logs\backtest_results\EUR-USD_20251021_205503,7,0.0,73.0,50
60,30,100,2.0,25,50,20,15,True,14,True,14,3,30,70,-558.11,0.0,0.2826086956521739,0.0,92,615.47,-255.71,0.0,-6.06641304347832,1301,completed,,17.030832767486572,logs\backtest_results\EUR-USD_20251021_205429,7,0.0,57.0,51
92,40,200,0.5,25,50,20,15,True,14,True,14,3,30,70,-643.47,0.0,0.2786885245901639,0.0,61,666.43,-255.71,0.0,-10.548688524590204,482,completed,,18.370070695877075,logs\backtest_results\EUR-USD_20251021_205527,10,0.0,88.0,52
56,30,100,0.0,25,50,20,15,True,14,True,14,3,30,70,-720.57,0.0,0.2992700729927007,0.0,137,670.38,-255.7,0.0,-5.259635036496334,2193,completed,,17.438417673110962,logs\backtest_results\EUR-USD_20251021_205414,9,0.0,52.0,53
53,30,50,1.0,25,50,20,15,True,14,True,14,3,30,70,-720.57,0.0,0.2992700729927007,0.0,137,670.38,-255.7,0.0,-5.259635036496334,2193,completed,,19.38503384590149,logs\backtest_results\EUR-USD_20251021_205414,9,0.0,53.0,54
43,20,200,1.0,25,50,20,15,True,14,True,14,3,30,70,-804.91,0.0,0.28125,0.0,64,615.4,-255.71,0.0,-12.576718749999998,670,completed,,16.541202545166016,logs\backtest_results\EUR-USD_20251021_205354,9,0.0,41.0,55
40,20,150,2.0,25,50,20,15,True,14,True,14,3,30,70,-889.07,0.0,0.2702702702702703,0.0,74,615.4,-255.69,0.0,-12.01445945945946,1042,completed,,16.70602798461914,logs\backtest_results\EUR-USD_20251021_205340,9,0.0,38.0,56
52,30,50,0.5,25,50,20,15,True,14,True,14,3,30,70,-903.29,0.0,0.2978723404255319,0.0,141,670.38,-255.69,0.0,-6.406312056737619,1889,completed,,17.7786386013031,logs\backtest_results\EUR-USD_20251021_205411,10,0.0,49.0,57
69,30,200,1.5,25,50,20,15,True,14,True,14,3,30,70,-986.89,0.0,0.2833333333333333,0.0,60,615.4,-255.71,0.0,-16.44816666666665,705,completed,,16.612703561782837,logs\backtest_results\EUR-USD_20251021_205446,11,0.0,67.0,58
68,30,200,1.0,25,50,20,15,True,14,True,14,3,30,70,-986.89,0.0,0.2833333333333333,0.0,60,615.4,-255.71,0.0,-16.44816666666665,705,completed,,16.951343297958374,logs\backtest_results\EUR-USD_20251021_205446,11,0.0,65.0,59
70,30,200,2.0,25,50,20,15,True,14,True,14,3,30,70,-986.89,0.0,0.2833333333333333,0.0,60,615.4,-255.71,0.0,-16.44816666666665,705,completed,,16.429582834243774,logs\backtest_results\EUR-USD_20251021_205446,11,0.0,66.0,60
15,10,150,2.0,25,50,20,15,True,14,True,14,3,30,70,-1391.08,0.0,0.2631578947368421,0.0,95,615.4,-255.7,0.0,-14.64294736842109,757,completed,,14.800312757492064,logs\backtest_results\EUR-USD_20251021_205249,11,0.0,9.0,61
29,20,50,1.5,25,50,20,15,True,14,True,14,3,30,70,-1404.09,0.0,0.2993197278911564,0.0,147,584.87,-255.72,0.0,-9.551632653061247,1913,completed,,16.742250680923462,logs\backtest_results\EUR-USD_20251021_205321,7,0.0,26.0,62
42,20,200,0.5,25,50,20,15,True,14,True,14,3,30,70,-1465.88,0.0,0.265625,0.0,64,615.4,-255.71,0.0,-22.904374999999987,621,completed,,16.189879417419434,logs\backtest_results\EUR-USD_20251021_205341,9,0.0,40.0,63
41,20,200,0.0,25,50,20,15,True,14,True,14,3,30,70,-1465.88,0.0,0.265625,0.0,64,615.4,-255.71,0.0,-22.904374999999987,621,completed,,16.685373783111572,logs\backtest_results\EUR-USD_20251021_205341,9,0.0,39.0,64
61,30,150,0.0,25,50,20,15,True,14,True,14,3,30,70,-1536.11,0.0,0.2647058823529412,0.0,68,547.52,-255.71,0.0,-22.58985294117646,684,completed,,16.854442596435547,logs\backtest_results\EUR-USD_20251021_205430,11,0.0,58.0,65
62,30,150,0.5,25,50,20,15,True,14,True,14,3,30,70,-1536.11,0.0,0.2647058823529412,0.0,68,547.52,-255.71,0.0,-22.58985294117646,684,completed,,16.756144762039185,logs\backtest_results\EUR-USD_20251021_205430,11,0.0,59.0,66
86,40,150,0.0,25,50,20,15,True,14,True,14,3,30,70,-1767.17,0.0,0.2571428571428571,0.0,70,544.51,-255.7,0.0,-25.245285714285718,761,completed,,18.06918430328369,logs\backtest_results\EUR-USD_20251021_205522,9,0.0,83.0,67
87,40,150,0.5,25,50,20,15,True,14,True,14,3,30,70,-1767.17,0.0,0.2571428571428571,0.0,70,544.51,-255.7,0.0,-25.245285714285718,761,completed,,17.48444890975952,logs\backtest_results\EUR-USD_20251021_205522,9,0.0,81.0,68
85,40,100,2.0,25,50,20,15,True,14,True,14,3,30,70,-1767.17,0.0,0.2571428571428571,0.0,70,544.51,-255.7,0.0,-25.245285714285718,761,completed,,18.30205106735229,logs\backtest_results\EUR-USD_20251021_205522,9,0.0,82.0,69
46,20,250,0.0,25,50,20,15,True,14,True,14,3,30,70,-1789.51,0.0,0.2539682539682539,0.0,63,666.43,-255.71,0.0,-28.40492063492067,403,completed,,16.365667819976807,logs\backtest_results\EUR-USD_20251021_205355,10,0.0,44.0,70
44,20,200,1.5,25,50,20,15,True,14,True,14,3,30,70,-1789.51,0.0,0.2539682539682539,0.0,63,666.43,-255.71,0.0,-28.40492063492067,403,completed,,16.529330015182495,logs\backtest_results\EUR-USD_20251021_205355,10,0.0,43.0,71
45,20,200,2.0,25,50,20,15,True,14,True,14,3,30,70,-1789.51,0.0,0.2539682539682539,0.0,63,666.43,-255.71,0.0,-28.40492063492067,403,completed,,16.348173141479492,logs\backtest_results\EUR-USD_20251021_205355,10,0.0,42.0,72
59,30,100,1.5,25,50,20,15,True,14,True,14,3,30,70,-1891.94,0.0,0.2826086956521739,0.0,92,615.47,-255.71,0.0,-20.56456521739136,1200,completed,,16.274107933044434,logs\backtest_results\EUR-USD_20251021_205415,7,0.0,56.0,73
58,30,100,1.0,25,50,20,15,True,14,True,14,3,30,70,-1891.94,0.0,0.2826086956521739,0.0,92,615.47,-255.71,0.0,-20.56456521739136,1200,completed,,17.310288429260254,logs\backtest_results\EUR-USD_20251021_205415,7,0.0,55.0,74
3,10,50,1.0,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.877806186676025,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,4.0,75
2,10,50,0.5,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.900729417800903,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,6.0,76
8,10,100,1.0,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.740564107894897,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,1.0,77
6,10,100,0.0,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.774747133255005,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,3.0,78
1,10,50,0.0,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.915480852127075,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,7.0,79
7,10,100,0.5,25,50,20,15,True,14,True,14,3,30,70,-1977.35,0.0,0.2965116279069767,0.0,172,606.86,-255.72,0.0,-11.49622093023254,1434,completed,,29.75040364265442,logs\backtest_results\EUR-USD_20251021_205233,10,0.0,2.0,80
39,20,150,1.5,25,50,20,15,True,14,True,14,3,30,70,-2035.27,0.0,0.25,0.0,84,560.83,-255.69,0.0,-24.22940476190476,804,completed,,16.221911907196045,logs\backtest_results\EUR-USD_20251021_205339,10,0.0,36.0,81
35,20,100,2.0,25,50,20,15,True,14,True,14,3,30,70,-2035.27,0.0,0.25,0.0,84,560.83,-255.69,0.0,-24.22940476190476,804,completed,,17.00254797935486,logs\backtest_results\EUR-USD_20251021_205339,10,0.0,34.0,82
37,20,150,0.5,25,50,20,15,True,14,True,14,3,30,70,-2035.27,0.0,0.25,0.0,84,560.83,-255.69,0.0,-24.22940476190476,804,completed,,16.76623821258545,logs\backtest_results\EUR-USD_20251021_205339,10,0.0,35.0,83
38,20,150,1.0,25,50,20,15,True,14,True,14,3,30,70,-2035.27,0.0,0.25,0.0,84,560.83,-255.69,0.0,-24.22940476190476,804,completed,,17.00420379638672,logs\backtest_results\EUR-USD_20251021_205339,10,0.0,37.0,84
57,30,100,0.5,25,50,20,15,True,14,True,14,3,30,70,-2192.8,0.0,0.2736842105263158,0.0,92,615.47,-255.71,0.0,-23.0821052631579,1126,completed,,17.5282986164093,logs\backtest_results\EUR-USD_20251021_205415,7,0.0,54.0,85
13,10,150,1.0,25,50,20,15,True,14,True,14,3,30,70,-2257.47,0.0,0.2962962962962963,0.0,134,607.49,-255.72,0.0,-16.72200000000001,965,completed,,15.064243793487549,logs\backtest_results\EUR-USD_20251021_205249,8,0.0,10.0,86
27,20,50,0.5,25,50,20,15,True,14,True,14,3,30,70,-2346.23,0.0,0.3051948051948052,0.0,154,606.86,-255.71,0.0,-15.235259740259792,1670,completed,,17.777870416641235,logs\backtest_results\EUR-USD_20251021_205322,7,0.0,29.0,87
26,20,50,0.0,25,50,20,15,True,14,True,14,3,30,70,-2346.23,0.0,0.3051948051948052,0.0,154,606.86,-255.71,0.0,-15.235259740259792,1670,completed,,17.72220802307129,logs\backtest_results\EUR-USD_20251021_205322,7,0.0,27.0,88
30,20,50,2.0,25,50,20,15,True,14,True,14,3,30,70,-2346.23,0.0,0.3051948051948052,0.0,154,606.86,-255.71,0.0,-15.235259740259792,1670,completed,,16.98361563682556,logs\backtest_results\EUR-USD_20251021_205322,7,0.0,28.0,89
106,50,100,0.0,25,50,20,15,True,14,True,14,3,30,70,-2409.52,0.0,0.253012048192771,0.0,83,607.49,-255.7,0.0,-29.03036144578316,1337,completed,,17.276413917541504,logs\backtest_results\EUR-USD_20251021_205556,12,0.0,97.0,90
108,50,100,1.0,25,50,20,15,True,14,True,14,3,30,70,-2483.03,0.0,0.2564102564102564,0.0,78,607.49,-255.7,0.0,-31.833717948717947,1480,completed,,17.274702787399292,logs\backtest_results\EUR-USD_20251021_205557,6,0.0,99.0,91
107,50,100,0.5,25,50,20,15,True,14,True,14,3,30,70,-2483.03,0.0,0.2564102564102564,0.0,78,607.49,-255.7,0.0,-31.833717948717947,1480,completed,,17.6400465965271,logs\backtest_results\EUR-USD_20251021_205557,6,0.0,98.0,92
