entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:06:00+00:00,LONG,1.03168,1.03271,98.87,TP,False,6,3,0,2025-01
2025-01-02 11:30:00+00:00,2025-01-02 12:01:00+00:00,LONG,1.03222,1.03342,115.87,TP,False,6,3,0,2025-01
2025-01-02 13:00:00+00:00,2025-01-02 13:36:00+00:00,LONG,1.03183,1.03297,109.87,TP,False,8,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 14:32:00+00:00,LONG,1.03109,1.03223,109.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02857,1.02607,-254.11,SL,False,10,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 06:50:00+00:00,LONG,1.02576,1.02751,170.89,TP,False,11,3,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:32:00+00:00,LONG,1.02846,1.0278,-70.12,SL,False,3,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:07:00+00:00,LONG,1.02898,1.02998,95.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-06 01:56:00+00:00,LONG,1.03026,1.03135,104.88,TP,False,12,4,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:56:00+00:00,SHORT,1.03161,1.03107,49.88,TP,False,22,6,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:56:00+00:00,SHORT,1.03372,1.03449,-81.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:03:00+00:00,SHORT,1.03502,1.03405,92.86,TP,False,4,0,0,2025-01
2025-01-06 09:30:00+00:00,2025-01-06 10:12:00+00:00,SHORT,1.03584,1.03469,110.86,TP,False,4,0,0,2025-01
2025-01-06 16:00:00+00:00,2025-01-07 07:40:00+00:00,SHORT,1.03936,1.04188,-256.16,SL,False,11,0,0,2025-01
2025-01-07 09:15:00+00:00,2025-01-07 10:05:00+00:00,SHORT,1.04264,1.04168,91.83,TP,False,4,1,0,2025-01
2025-01-07 12:15:00+00:00,2025-01-07 12:38:00+00:00,SHORT,1.04099,1.04008,86.84,TP,False,7,1,0,2025-01
2025-01-07 15:15:00+00:00,2025-01-07 15:21:00+00:00,LONG,1.03682,1.03792,105.85,TP,False,10,1,0,2025-01
2025-01-07 15:45:00+00:00,2025-01-07 16:32:00+00:00,LONG,1.03639,1.03798,154.85,TP,False,10,1,0,2025-01
2025-01-07 17:00:00+00:00,2025-01-07 18:49:00+00:00,LONG,1.03683,1.03512,-175.14,SL,False,12,1,0,2025-01
2025-01-07 21:15:00+00:00,2025-01-08 00:28:00+00:00,LONG,1.03428,1.03491,58.86,TP,False,16,1,0,2025-01
2025-01-08 00:30:00+00:00,2025-01-08 00:34:00+00:00,SHORT,1.03491,1.03449,37.86,TP,False,19,1,0,2025-01
2025-01-08 03:30:00+00:00,2025-01-08 03:43:00+00:00,LONG,1.03504,1.03462,-46.14,SL,False,22,1,0,2025-01
2025-01-08 03:45:00+00:00,2025-01-08 04:11:00+00:00,LONG,1.0347,1.03505,30.86,TP,False,22,1,0,2025-01
2025-01-08 05:15:00+00:00,2025-01-08 05:25:00+00:00,LONG,1.03503,1.03537,29.86,TP,False,0,2,0,2025-01
2025-01-08 08:00:00+00:00,2025-01-08 08:09:00+00:00,LONG,1.03324,1.03242,-86.13,SL,False,3,2,0,2025-01
2025-01-08 08:15:00+00:00,2025-01-08 08:19:00+00:00,LONG,1.03309,1.03383,69.86,TP,False,3,2,0,2025-01
2025-01-08 08:30:00+00:00,2025-01-08 09:26:00+00:00,LONG,1.03254,1.03153,-105.13,SL,False,3,2,0,2025-01
2025-01-08 09:30:00+00:00,2025-01-08 11:16:00+00:00,LONG,1.03208,1.03099,-113.12,SL,False,4,2,0,2025-01
2025-01-08 11:30:00+00:00,2025-01-08 11:32:00+00:00,LONG,1.03006,1.02888,-122.12,SL,False,6,2,0,2025-01
2025-01-08 11:45:00+00:00,2025-01-08 11:49:00+00:00,LONG,1.02849,1.02947,93.88,TP,False,6,2,0,2025-01
2025-01-08 12:00:00+00:00,2025-01-08 12:33:00+00:00,LONG,1.02978,1.02838,-144.12,SL,False,7,2,0,2025-01
2025-01-09 00:45:00+00:00,2025-01-09 00:58:00+00:00,LONG,1.03085,1.03122,32.88,TP,False,19,2,0,2025-01
2025-01-09 01:00:00+00:00,2025-01-09 01:22:00+00:00,LONG,1.03132,1.03173,36.88,TP,False,20,2,0,2025-01
2025-01-09 01:45:00+00:00,2025-01-09 02:21:00+00:00,SHORT,1.03141,1.03194,-57.12,SL,False,20,2,0,2025-01
2025-01-09 04:30:00+00:00,2025-01-09 06:03:00+00:00,SHORT,1.03096,1.03052,39.88,TP,False,23,2,0,2025-01
2025-01-09 07:45:00+00:00,2025-01-09 08:00:00+00:00,SHORT,1.02939,1.02877,57.88,TP,False,2,3,0,2025-01
2025-01-09 14:30:00+00:00,2025-01-09 15:09:00+00:00,LONG,1.03101,1.03013,-92.12,SL,False,9,3,0,2025-01
2025-01-09 19:45:00+00:00,2025-01-10 00:20:00+00:00,LONG,1.03001,1.02947,-58.12,SL,False,14,3,0,2025-01
2025-01-10 00:30:00+00:00,2025-01-10 01:09:00+00:00,LONG,1.02945,1.02985,35.88,TP,False,19,3,0,2025-01
2025-01-10 04:00:00+00:00,2025-01-10 04:37:00+00:00,LONG,1.02986,1.02938,-52.12,SL,False,23,3,0,2025-01
2025-01-10 04:45:00+00:00,2025-01-10 05:36:00+00:00,LONG,1.02948,1.02902,-50.12,SL,False,23,3,0,2025-01
2025-01-10 05:45:00+00:00,2025-01-10 05:58:00+00:00,LONG,1.02928,1.0286,-72.12,SL,False,0,4,0,2025-01
2025-01-10 06:00:00+00:00,2025-01-10 06:52:00+00:00,LONG,1.02858,1.02813,-49.12,SL,False,1,4,0,2025-01
2025-01-10 08:00:00+00:00,2025-01-10 08:23:00+00:00,LONG,1.02972,1.03023,46.88,TP,False,3,4,0,2025-01
2025-01-10 14:00:00+00:00,2025-01-10 15:02:00+00:00,SHORT,1.02565,1.02362,198.9,TP,False,9,4,0,2025-01
2025-01-10 17:30:00+00:00,2025-01-13 03:37:00+00:00,LONG,1.02392,1.02201,-195.09,SL,False,12,4,0,2025-01
2025-01-13 06:15:00+00:00,2025-01-13 06:24:00+00:00,SHORT,1.02234,1.02178,51.92,TP,False,1,0,0,2025-01
