entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:10:00+00:00,LONG,1.03168,1.03285,112.87,TP,False,6,3,0,2025-01
2025-01-02 11:30:00+00:00,2025-01-02 13:27:00+00:00,LONG,1.03222,1.03126,-100.12,SL,False,6,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 15:04:00+00:00,LONG,1.03109,1.03011,-102.12,SL,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 16:00:00+00:00,LONG,1.02857,1.02725,-136.11,SL,False,10,3,0,2025-01
2025-01-02 16:00:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02743,1.02607,-140.1,SL,False,11,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-02 16:43:00+00:00,LONG,1.02576,1.02411,-169.1,SL,False,11,3,0,2025-01
2025-01-02 16:45:00+00:00,2025-01-02 17:11:00+00:00,LONG,1.02457,1.02679,217.9,TP,False,11,3,0,2025-01
2025-01-02 19:00:00+00:00,2025-01-03 00:49:00+00:00,LONG,1.02564,1.02712,143.9,TP,False,14,3,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:31:00+00:00,LONG,1.02846,1.02794,-56.12,SL,False,3,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:08:00+00:00,LONG,1.02898,1.03025,122.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-03 18:03:00+00:00,LONG,1.03025,1.02944,-85.12,SL,False,12,4,0,2025-01
2025-01-03 21:00:00+00:00,2025-01-05 22:53:00+00:00,LONG,1.0306,1.03011,-53.12,SL,False,16,4,0,2025-01
2025-01-05 23:00:00+00:00,2025-01-05 23:45:00+00:00,LONG,1.03019,1.03072,48.88,TP,False,18,6,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:58:00+00:00,SHORT,1.0316,1.03099,56.88,TP,False,22,6,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:18:00+00:00,SHORT,1.03372,1.03424,-56.14,SL,False,3,0,0,2025-01
2025-01-06 08:30:00+00:00,2025-01-06 08:57:00+00:00,SHORT,1.03404,1.03484,-84.14,SL,False,3,0,0,2025-01
