entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:06:00+00:00,LONG,1.03168,1.03271,98.87,TP,False,6,3,0,2025-01
2025-01-02 11:15:00+00:00,2025-01-02 11:36:00+00:00,LONG,1.03311,1.03169,-146.13,SL,False,6,3,0,2025-01
2025-01-02 11:45:00+00:00,2025-01-02 14:04:00+00:00,LONG,1.03241,1.03102,-143.12,SL,False,6,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 14:32:00+00:00,LONG,1.03109,1.03223,109.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02857,1.02607,-254.11,SL,False,10,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 06:50:00+00:00,LONG,1.02576,1.02751,170.89,TP,False,11,3,0,2025-01
2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,LONG,1.0281,1.02869,54.88,TP,False,3,4,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:32:00+00:00,LONG,1.02845,1.02781,-68.12,SL,False,3,4,0,2025-01
2025-01-03 14:00:00+00:00,2025-01-03 14:58:00+00:00,LONG,1.02934,1.03002,63.88,TP,False,9,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:07:00+00:00,LONG,1.02898,1.02997,94.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-06 01:56:00+00:00,LONG,1.03025,1.03135,105.88,TP,False,12,4,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:56:00+00:00,SHORT,1.0316,1.03107,48.88,TP,False,22,6,0,2025-01
2025-01-06 07:45:00+00:00,2025-01-06 08:02:00+00:00,SHORT,1.03228,1.03297,-73.13,SL,False,2,0,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:56:00+00:00,SHORT,1.03371,1.0345,-83.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:03:00+00:00,SHORT,1.03503,1.03404,94.86,TP,False,4,0,0,2025-01
2025-01-06 09:15:00+00:00,2025-01-06 10:12:00+00:00,SHORT,1.03571,1.03468,98.86,TP,False,4,0,0,2025-01
2025-01-06 13:45:00+00:00,2025-01-06 14:16:00+00:00,SHORT,1.04103,1.03769,329.84,TP,False,8,0,0,2025-01
2025-01-06 14:45:00+00:00,2025-01-06 14:52:00+00:00,LONG,1.0369,1.03924,229.85,TP,False,9,0,0,2025-01
2025-01-06 15:15:00+00:00,2025-01-07 07:12:00+00:00,LONG,1.03856,1.04093,232.84,TP,False,10,0,0,2025-01
2025-01-07 09:15:00+00:00,2025-01-07 10:05:00+00:00,SHORT,1.04264,1.04168,91.83,TP,False,4,1,0,2025-01
2025-01-07 12:15:00+00:00,2025-01-07 12:38:00+00:00,SHORT,1.04099,1.04009,85.84,TP,False,7,1,0,2025-01
2025-01-07 13:15:00+00:00,2025-01-07 15:01:00+00:00,LONG,1.03968,1.03722,-250.15,SL,False,8,1,0,2025-01
2025-01-07 15:15:00+00:00,2025-01-07 15:21:00+00:00,LONG,1.03683,1.03792,104.85,TP,False,10,1,0,2025-01
2025-01-07 15:45:00+00:00,2025-01-07 16:32:00+00:00,LONG,1.0364,1.03797,152.85,TP,False,10,1,0,2025-01
2025-01-07 17:00:00+00:00,2025-01-07 18:49:00+00:00,LONG,1.03683,1.03511,-176.14,SL,False,12,1,0,2025-01
2025-01-07 21:15:00+00:00,2025-01-08 01:11:00+00:00,LONG,1.03429,1.03494,60.86,TP,False,16,1,0,2025-01
2025-01-08 03:15:00+00:00,2025-01-08 03:33:00+00:00,LONG,1.03524,1.03472,-56.14,SL,False,22,1,0,2025-01
2025-01-08 03:45:00+00:00,2025-01-08 04:11:00+00:00,LONG,1.03469,1.03506,32.86,TP,False,22,1,0,2025-01
2025-01-08 05:15:00+00:00,2025-01-08 05:25:00+00:00,LONG,1.03504,1.03538,29.86,TP,False,0,2,0,2025-01
2025-01-08 08:00:00+00:00,2025-01-08 08:09:00+00:00,LONG,1.03324,1.03242,-86.13,SL,False,3,2,0,2025-01
2025-01-08 08:15:00+00:00,2025-01-08 08:19:00+00:00,LONG,1.03308,1.03383,70.86,TP,False,3,2,0,2025-01
2025-01-08 08:30:00+00:00,2025-01-08 09:26:00+00:00,LONG,1.03254,1.03153,-105.13,SL,False,3,2,0,2025-01
2025-01-08 09:30:00+00:00,2025-01-08 11:16:00+00:00,LONG,1.03207,1.03099,-112.12,SL,False,4,2,0,2025-01
2025-01-08 11:30:00+00:00,2025-01-08 11:32:00+00:00,LONG,1.03006,1.02888,-122.12,SL,False,6,2,0,2025-01
2025-01-08 11:45:00+00:00,2025-01-08 11:49:00+00:00,LONG,1.0285,1.02946,91.88,TP,False,6,2,0,2025-01
2025-01-08 12:00:00+00:00,2025-01-08 12:33:00+00:00,LONG,1.02978,1.02838,-144.12,SL,False,7,2,0,2025-01
2025-01-08 12:45:00+00:00,2025-01-08 13:28:00+00:00,LONG,1.02925,1.03042,112.88,TP,False,7,2,0,2025-01
2025-01-08 22:00:00+00:00,2025-01-09 00:09:00+00:00,LONG,1.03188,1.03127,-65.12,SL,False,17,2,0,2025-01
2025-01-09 00:45:00+00:00,2025-01-09 00:58:00+00:00,LONG,1.03085,1.03122,32.88,TP,False,19,2,0,2025-01
2025-01-09 01:00:00+00:00,2025-01-09 01:22:00+00:00,LONG,1.03132,1.03174,37.88,TP,False,20,2,0,2025-01
2025-01-09 01:45:00+00:00,2025-01-09 02:21:00+00:00,SHORT,1.03141,1.03193,-56.12,SL,False,20,2,0,2025-01
2025-01-09 04:30:00+00:00,2025-01-09 06:03:00+00:00,SHORT,1.03096,1.03053,38.88,TP,False,23,2,0,2025-01
2025-01-09 07:45:00+00:00,2025-01-09 08:00:00+00:00,SHORT,1.02939,1.02877,57.88,TP,False,2,3,0,2025-01
2025-01-09 14:30:00+00:00,2025-01-09 15:09:00+00:00,LONG,1.031,1.03012,-92.12,SL,False,9,3,0,2025-01
2025-01-09 19:45:00+00:00,2025-01-10 00:20:00+00:00,LONG,1.03002,1.02947,-59.12,SL,False,14,3,0,2025-01
2025-01-10 00:30:00+00:00,2025-01-10 01:09:00+00:00,LONG,1.02944,1.02985,36.88,TP,False,19,3,0,2025-01
2025-01-10 02:45:00+00:00,2025-01-10 04:36:00+00:00,SHORT,1.02994,1.02952,37.88,TP,False,21,3,0,2025-01
2025-01-10 04:45:00+00:00,2025-01-10 05:36:00+00:00,LONG,1.02949,1.02903,-50.12,SL,False,23,3,0,2025-01
2025-01-10 05:45:00+00:00,2025-01-10 05:58:00+00:00,LONG,1.02927,1.0286,-71.12,SL,False,0,4,0,2025-01
2025-01-10 06:00:00+00:00,2025-01-10 06:52:00+00:00,LONG,1.02858,1.02813,-49.12,SL,False,1,4,0,2025-01
2025-01-10 08:00:00+00:00,2025-01-10 08:23:00+00:00,LONG,1.02971,1.03024,48.88,TP,False,3,4,0,2025-01
2025-01-10 08:30:00+00:00,2025-01-10 08:31:00+00:00,LONG,1.03015,1.03078,58.88,TP,False,3,4,0,2025-01
2025-01-10 14:00:00+00:00,2025-01-10 15:02:00+00:00,SHORT,1.02565,1.02363,197.9,TP,False,9,4,0,2025-01
2025-01-10 17:30:00+00:00,2025-01-13 03:37:00+00:00,LONG,1.02392,1.02202,-194.09,SL,False,12,4,0,2025-01
2025-01-13 06:00:00+00:00,2025-01-13 07:18:00+00:00,SHORT,1.02195,1.02125,65.92,TP,False,1,0,0,2025-01
2025-01-13 09:30:00+00:00,2025-01-13 09:46:00+00:00,LONG,1.01868,1.0198,107.92,TP,False,4,0,0,2025-01
2025-01-13 11:15:00+00:00,2025-01-13 12:56:00+00:00,LONG,1.01951,1.02065,109.92,TP,False,6,0,0,2025-01
2025-01-13 18:15:00+00:00,2025-01-13 20:01:00+00:00,LONG,1.02164,1.02068,-100.08,SL,False,13,0,0,2025-01
2025-01-13 20:15:00+00:00,2025-01-13 21:06:00+00:00,LONG,1.0213,1.02187,52.92,TP,False,15,0,0,2025-01
2025-01-13 21:30:00+00:00,2025-01-13 21:44:00+00:00,LONG,1.02225,1.02299,69.91,TP,False,16,0,0,2025-01
2025-01-13 21:45:00+00:00,2025-01-13 21:49:00+00:00,LONG,1.02277,1.02328,46.9,TP,False,16,0,0,2025-01
2025-01-13 23:00:00+00:00,2025-01-13 23:05:00+00:00,SHORT,1.026,1.02512,83.9,TP,False,18,0,0,2025-01
2025-01-13 23:15:00+00:00,2025-01-13 23:33:00+00:00,SHORT,1.02615,1.0274,-129.1,SL,False,18,0,0,2025-01
2025-01-13 23:45:00+00:00,2025-01-14 00:02:00+00:00,SHORT,1.027,1.02561,134.9,TP,False,18,0,0,2025-01
2025-01-14 00:30:00+00:00,2025-01-14 02:43:00+00:00,SHORT,1.02493,1.02385,103.9,TP,False,19,0,0,2025-01
2025-01-14 05:00:00+00:00,2025-01-14 05:24:00+00:00,SHORT,1.02503,1.02442,56.9,TP,False,0,1,0,2025-01
