entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:10:00+00:00,LONG,1.03168,1.03285,112.87,TP,False,6,3,0,2025-01
2025-01-02 11:15:00+00:00,2025-01-02 11:36:00+00:00,LONG,1.03311,1.03169,-146.13,SL,False,6,3,0,2025-01
2025-01-02 11:45:00+00:00,2025-01-02 14:04:00+00:00,LONG,1.03241,1.03102,-143.12,SL,False,6,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 15:28:00+00:00,LONG,1.03109,1.02883,-230.12,SL,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02857,1.02607,-254.11,SL,False,10,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 06:56:00+00:00,LONG,1.02576,1.02787,206.89,TP,False,11,3,0,2025-01
2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,LONG,1.0281,1.02869,54.88,TP,False,3,4,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:32:00+00:00,LONG,1.02845,1.02781,-68.12,SL,False,3,4,0,2025-01
2025-01-03 14:00:00+00:00,2025-01-03 14:59:00+00:00,LONG,1.02934,1.03018,79.88,TP,False,9,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:08:00+00:00,LONG,1.02898,1.03025,122.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-06 02:09:00+00:00,LONG,1.03025,1.03142,112.88,TP,False,12,4,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:58:00+00:00,SHORT,1.0316,1.03099,56.88,TP,False,22,6,0,2025-01
2025-01-06 07:45:00+00:00,2025-01-06 08:02:00+00:00,SHORT,1.03228,1.03297,-73.13,SL,False,2,0,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:56:00+00:00,SHORT,1.03371,1.0345,-83.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:03:00+00:00,SHORT,1.03503,1.03404,94.86,TP,False,4,0,0,2025-01
2025-01-06 09:15:00+00:00,2025-01-06 10:16:00+00:00,SHORT,1.03571,1.03445,121.86,TP,False,4,0,0,2025-01
2025-01-06 13:45:00+00:00,2025-01-06 14:16:00+00:00,SHORT,1.04103,1.03769,329.84,TP,False,8,0,0,2025-01
2025-01-06 14:45:00+00:00,2025-01-06 14:55:00+00:00,LONG,1.0369,1.03974,279.85,TP,False,9,0,0,2025-01
2025-01-06 15:15:00+00:00,2025-01-07 07:21:00+00:00,LONG,1.03856,1.04151,290.84,TP,False,10,0,0,2025-01
2025-01-07 09:15:00+00:00,2025-01-07 11:22:00+00:00,SHORT,1.04264,1.04134,125.83,TP,False,4,1,0,2025-01
2025-01-07 12:15:00+00:00,2025-01-07 12:39:00+00:00,SHORT,1.04099,1.03987,107.84,TP,False,7,1,0,2025-01
2025-01-07 13:15:00+00:00,2025-01-07 15:01:00+00:00,LONG,1.03968,1.03722,-250.15,SL,False,8,1,0,2025-01
2025-01-07 15:15:00+00:00,2025-01-07 15:31:00+00:00,LONG,1.03683,1.03807,119.85,TP,False,10,1,0,2025-01
2025-01-07 15:45:00+00:00,2025-01-07 16:32:00+00:00,LONG,1.0364,1.03797,152.85,TP,False,10,1,0,2025-01
2025-01-07 17:00:00+00:00,2025-01-07 18:49:00+00:00,LONG,1.03683,1.03511,-176.14,SL,False,12,1,0,2025-01
2025-01-07 21:15:00+00:00,2025-01-08 01:38:00+00:00,LONG,1.03429,1.03506,72.86,TP,False,16,1,0,2025-01
2025-01-08 03:15:00+00:00,2025-01-08 03:33:00+00:00,LONG,1.03523,1.03472,-55.14,SL,False,22,1,0,2025-01
2025-01-08 03:45:00+00:00,2025-01-08 04:12:00+00:00,LONG,1.03469,1.03508,34.86,TP,False,22,1,0,2025-01
